customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ServiceID
0042-JVWOJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13266
0130-SXOUN,Yes,Fiber optic,No,Yes,No,No,No,Yes,S13267
2575-GFSOE,No,Fiber optic,No,No,No,No,No,No,S13268
2330-PQGDQ,Yes,Fiber optic,No,Yes,No,Yes,No,No,S13269
1452-UZOSF,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,S13270
2097-YVPKN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13271
2842-JTCCU,No,DSL,No,No,No,No,No,No,S13272
8597-CTXVJ,Yes,DSL,Yes,Yes,No,Yes,No,No,S13273
6631-HMANX,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,S13274
9962-BFPDU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13275
3296-SILRA,No,Fiber optic,No,Yes,No,No,No,No,S13276
9681-OXGVC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13277
6394-HHHZM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13278
5995-LFTLE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13279
5180-UCIIQ,No phone service,DSL,Yes,No,No,No,No,Yes,S13280
1932-UEDCX,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S13281
7153-OANIO,No,Fiber optic,No,No,No,No,No,No,S13282
5188-HGMLP,Yes,Fiber optic,No,No,No,No,No,No,S13283
0665-XHDJU,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S13284
6521-YYTYI,Yes,Fiber optic,No,No,No,No,Yes,Yes,S13285
8878-HMWBV,No,DSL,No,No,Yes,No,No,No,S13286
8265-HKSOW,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,S13287
3544-FBCAS,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,S13288
5331-RGMTT,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13289
4759-PXTAN,Yes,DSL,No,Yes,No,Yes,Yes,Yes,S13290
7054-DMVAS,No,DSL,Yes,Yes,No,No,Yes,No,S13291
3428-MMGUB,Yes,Fiber optic,No,No,Yes,No,Yes,No,S13292
6549-BTYPG,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,S13293
7823-JSOAG,Yes,Fiber optic,No,No,No,No,No,No,S13294
3705-RHRFR,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,S13295
9374-YOLBJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13296
9074-KGVOX,No phone service,DSL,Yes,No,No,No,Yes,No,S13297
6128-DAFVY,No phone service,DSL,No,No,No,No,Yes,Yes,S13298
9933-QRGTX,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,S13299
4476-OSWTN,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S13300
3751-KTZEL,No phone service,DSL,No,No,No,No,No,Yes,S13301
1977-STDKI,No,Fiber optic,No,Yes,No,No,No,No,S13302
5066-GFJMM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13303
2661-GKBTK,No,DSL,No,Yes,No,Yes,Yes,Yes,S13304
0458-HEUZG,No phone service,DSL,No,No,Yes,Yes,No,No,S13305
7268-WNTCP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13306
0824-VWDPO,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,S13307
8409-WQJUX,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,S13308
2578-JQPHZ,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13309
3278-FSIXX,No,DSL,No,No,No,No,No,No,S13310
5813-UECBU,Yes,Fiber optic,No,Yes,Yes,No,No,No,S13311
0328-GRPMV,No,Fiber optic,No,No,No,No,No,No,S13312
9746-UGFAC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13313
2946-KIQSP,No phone service,DSL,No,No,Yes,Yes,No,No,S13314
0625-AFOHS,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13315
6726-WEXXK,Yes,Fiber optic,Yes,No,Yes,No,No,No,S13316
4636-OLWOE,No,DSL,No,Yes,Yes,Yes,No,No,S13317
4342-HENTK,No,Fiber optic,No,No,No,No,No,No,S13318
4685-ERGHK,Yes,Fiber optic,No,No,No,No,Yes,No,S13319
0885-HMGPY,Yes,DSL,Yes,Yes,Yes,Yes,No,No,S13320
5003-OKNNK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13321
4195-SMMNX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13322
7208-PSIHR,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13323
4012-ZTHBR,No,DSL,No,No,No,No,No,No,S13324
0489-WMEMG,No,DSL,No,No,No,Yes,No,No,S13325
7435-ZNUYY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13326
1354-YZFNB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13327
6956-SMUCM,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,S13328
2985-FMWYF,Yes,Fiber optic,No,No,No,No,Yes,Yes,S13329
2812-ENYMO,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,S13330
2717-HVIZY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13331
3223-WZWJM,Yes,Fiber optic,No,No,No,No,No,Yes,S13332
3422-GALYP,Yes,Fiber optic,No,Yes,No,No,No,No,S13333
9053-JZFKV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S13334
2530-ENDWQ,Yes,Fiber optic,No,No,No,No,Yes,Yes,S13335
2890-WFBHU,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,S13336
0327-WFZSY,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13337
7977-HXJKU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13338
6615-ZGEDR,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13339
7033-CLAMM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13340
4023-RTIQM,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,S13341
0864-FVJNJ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S13342
7356-IWLFW,Yes,Fiber optic,No,Yes,No,No,No,No,S13343
9541-PWTWO,Yes,DSL,No,No,Yes,Yes,Yes,Yes,S13344
3967-VQOGC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13345
7872-RDDLZ,Yes,DSL,No,Yes,No,No,No,No,S13346
9250-WYPLL,Yes,Fiber optic,No,No,No,No,No,No,S13347
6308-CQRBU,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S13348
2754-XBHTB,No,Fiber optic,No,No,No,No,Yes,No,S13349
1597-LHYNC,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,S13350
0186-CAERR,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S13351
3043-SUDUA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13352
5442-BHQNG,No,Fiber optic,No,No,No,No,No,No,S13353
2169-RRLFW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13354
5872-OEQNH,No phone service,DSL,Yes,No,Yes,No,No,Yes,S13355
3162-KKZXO,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13356
7055-VKGDA,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S13357
0754-UKWQP,No,Fiber optic,No,No,Yes,No,Yes,Yes,S13358
8873-GLDMH,Yes,Fiber optic,No,No,No,No,No,No,S13359
5696-JVVQY,No,DSL,Yes,Yes,Yes,No,No,Yes,S13360
8946-BFWSG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13361
7493-TPUWZ,Yes,Fiber optic,No,Yes,No,No,No,No,S13362
0547-HURJB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13363
8904-OPDCK,No phone service,DSL,No,No,No,No,No,No,S13364
8845-LWKGE,No,DSL,No,No,Yes,Yes,Yes,No,S13365
1577-HKTFG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13366
8752-STIVR,No,Fiber optic,No,No,No,No,Yes,No,S13367
0691-NIKRI,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13368
5022-JNQEQ,No,Fiber optic,No,No,No,Yes,No,No,S13369
4558-FANTW,No,Fiber optic,Yes,No,No,Yes,Yes,No,S13370
3249-VHRIP,No phone service,DSL,No,Yes,Yes,No,No,Yes,S13371
3736-BLEPA,No,Fiber optic,No,Yes,No,Yes,Yes,No,S13372
4701-LKOZD,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S13373
6603-QWSPR,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S13374
9921-QFQUL,Yes,Fiber optic,No,No,Yes,No,No,Yes,S13375
1929-ZCBHE,No phone service,DSL,Yes,No,Yes,Yes,No,No,S13376
4378-MYPGO,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S13377
8651-ENBZX,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13378
4129-LYCOI,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,S13379
7798-JVXYM,No,DSL,No,No,No,Yes,Yes,Yes,S13380
8647-SDTWQ,Yes,Fiber optic,No,No,No,No,No,No,S13381
2696-ECXKC,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,S13382
2081-KJSQF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13383
7623-TRNQN,No,DSL,No,No,No,Yes,No,No,S13384
3323-CPBWR,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,S13385
9330-IJWIO,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,S13386
3384-CTMSF,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S13387
0902-RFHOF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13388
9286-DOJGF,Yes,Fiber optic,No,No,No,No,No,No,S13389
6048-QBXKL,Yes,DSL,No,Yes,No,No,No,No,S13390
9661-MHUMO,No,DSL,No,No,No,Yes,No,No,S13391
7718-RXDGG,No,Fiber optic,No,No,No,No,No,No,S13392
1025-FALIX,No,Fiber optic,No,No,No,No,No,No,S13393
3451-VAWLI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13394
3407-QGWLG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13395
1842-EZJMK,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,S13396
2347-WKKAE,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,S13397
8735-DCXNF,No,DSL,Yes,No,No,Yes,No,No,S13398
3214-IYUUQ,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,S13399
1936-UAFEH,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S13400
3587-PMCOY,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,S13401
8079-XRJRS,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,S13402
1027-LKKQQ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S13403
7148-XZPHA,No,Fiber optic,No,Yes,No,Yes,No,No,S13404
8073-IJDCM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13405
5309-TAIKL,No,DSL,No,No,Yes,Yes,No,Yes,S13406
6856-RAURS,Yes,Fiber optic,No,No,No,No,No,No,S13407
8778-LMWTJ,No,Fiber optic,Yes,No,No,No,No,No,S13408
9717-IOAAF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13409
8884-ADFVN,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13410
2845-KDHVX,No,DSL,No,Yes,Yes,Yes,No,Yes,S13411
0848-SOMKO,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,S13412
2720-WGKHP,Yes,Fiber optic,No,No,No,No,Yes,Yes,S13413
6734-FQAJX,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,S13414
2869-ADAWR,Yes,Fiber optic,No,Yes,No,No,Yes,No,S13415
1535-VTJOQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13416
6368-TZZDT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13417
0943-ZQPXH,No,Fiber optic,No,No,Yes,No,Yes,Yes,S13418
1293-BSEUN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13419
9894-EZEWG,No,Fiber optic,No,Yes,No,No,No,No,S13420
1302-TPUBN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13421
7851-FLGGQ,No phone service,DSL,No,Yes,No,Yes,No,Yes,S13422
0637-UBJRP,No,Fiber optic,Yes,No,No,No,No,Yes,S13423
0940-OUQEC,Yes,Fiber optic,No,Yes,No,No,No,No,S13424
2378-VTKDH,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S13425
0927-CNGRH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13426
8608-OZTLB,No,DSL,Yes,Yes,Yes,Yes,Yes,No,S13427
2335-GSODA,No phone service,DSL,Yes,No,Yes,Yes,No,No,S13428
1952-DVVSW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13429
0702-PGIBZ,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S13430
6656-GULJQ,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,S13431
9853-JFZDU,No,DSL,No,Yes,No,Yes,No,No,S13432
1963-VAUKV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13433
3777-XROBG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13434
6994-FGRHH,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S13435
4000-VGMQP,Yes,DSL,No,Yes,Yes,No,Yes,Yes,S13436
3999-WRNGR,No phone service,DSL,No,Yes,No,No,Yes,Yes,S13437
3466-RITXD,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,S13438
2680-XKKNJ,No,DSL,Yes,Yes,No,Yes,No,No,S13439
3058-HJCUY,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13440
2974-GGUXS,Yes,Fiber optic,No,Yes,No,No,Yes,No,S13441
7994-XIRTR,No,DSL,No,No,Yes,Yes,No,Yes,S13442
3259-FDWOY,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S13443
2101-RANCD,Yes,Fiber optic,No,No,No,No,No,No,S13444
7921-BEPCI,Yes,DSL,Yes,Yes,No,No,No,No,S13445
0807-ZABDG,No,DSL,Yes,No,No,Yes,No,No,S13446
8510-TMWYB,Yes,DSL,No,Yes,Yes,No,No,No,S13447
3258-ZKPAI,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S13448
1428-IEDPR,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S13449
5298-GSTLM,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,S13450
4450-YOOHP,No phone service,DSL,No,No,Yes,No,Yes,Yes,S13451
6728-CZFEI,No,DSL,No,No,No,No,Yes,No,S13452
5748-RNCJT,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13453
3653-NCRDJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13454
6121-TNHBO,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,S13455
5119-NZPTV,No,Fiber optic,No,No,No,No,No,No,S13456
6519-ZHPXP,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S13457
7739-LAXOG,Yes,Fiber optic,No,No,Yes,No,No,Yes,S13458
3472-QPRCH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13459
8224-UAXBZ,No phone service,DSL,Yes,Yes,No,No,Yes,No,S13460
9610-WCESF,No phone service,DSL,Yes,No,No,Yes,Yes,No,S13461
9776-CLUJA,Yes,Fiber optic,Yes,No,No,No,No,No,S13462
2486-WYVVE,Yes,DSL,No,No,Yes,Yes,Yes,Yes,S13463
3865-ZYKAD,Yes,Fiber optic,Yes,Yes,No,No,No,No,S13464
1422-DGUBX,Yes,Fiber optic,No,No,No,Yes,No,No,S13465
2999-AANRQ,No,DSL,Yes,Yes,No,Yes,Yes,No,S13466
8668-KNZTI,No,DSL,Yes,No,Yes,No,No,No,S13467
0480-KYJVA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13468
6034-ZRYCV,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,S13469
9746-YKGXB,No phone service,DSL,Yes,No,Yes,No,No,Yes,S13470
3926-YZVVX,No,DSL,No,No,No,Yes,No,No,S13471
6000-UKLWI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13472
2079-FBMZK,No,Fiber optic,No,No,No,No,No,No,S13473
6332-FBZRI,Yes,DSL,Yes,Yes,Yes,Yes,No,No,S13474
2096-XOTMO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13475
3266-FTKHB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13476
8221-EQDGL,No,DSL,Yes,Yes,Yes,No,No,No,S13477
2346-LOCWC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13478
6608-QQLVK,No,DSL,No,No,Yes,No,No,No,S13479
0298-XACET,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,S13480
7560-QJAVJ,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S13481
2995-YWTCD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13482
3551-HUAZH,Yes,Fiber optic,No,No,No,No,No,No,S13483
9137-UIYPG,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,S13484
2809-ZMYOQ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13485
5084-OOVCJ,No,DSL,Yes,No,No,Yes,No,No,S13486
0254-WWRKD,No,DSL,No,Yes,No,No,No,No,S13487
7727-SHVZV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13488
6302-JGYRJ,Yes,DSL,No,Yes,No,Yes,Yes,Yes,S13489
5339-PXDVH,Yes,Fiber optic,Yes,No,No,No,Yes,No,S13490
2205-LPVGL,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,S13491
8782-NUUOL,No,DSL,Yes,No,Yes,Yes,Yes,Yes,S13492
3685-YLCMQ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13493
7601-WFVZV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13494
4609-KNNWG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13495
4868-AADLV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S13496
9529-OFXHY,Yes,Fiber optic,Yes,No,No,No,Yes,No,S13497
8634-MPHTR,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13498
2669-QVCRG,Yes,Fiber optic,Yes,No,No,No,No,No,S13499
2478-EEWWM,No phone service,DSL,No,No,No,No,Yes,Yes,S13500
9174-IHETN,No,Fiber optic,No,No,No,No,No,No,S13501
2233-TXSIU,No phone service,DSL,Yes,No,Yes,No,Yes,No,S13502
9644-UMGQA,No,DSL,Yes,No,No,No,No,No,S13503
3256-EZDBI,No phone service,DSL,No,Yes,No,No,No,No,S13504
8761-NSOBC,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,S13505
0419-YAAPX,No,Fiber optic,No,Yes,No,No,Yes,No,S13506
8413-VONUO,No,Fiber optic,No,Yes,No,No,Yes,Yes,S13507
0872-CASZJ,Yes,DSL,Yes,No,No,Yes,No,Yes,S13508
4726-DLWQN,Yes,DSL,Yes,Yes,No,No,Yes,No,S13509
8164-OCKUJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13510
3094-JOJAI,Yes,Fiber optic,No,No,No,No,No,No,S13511
9494-MRNYX,Yes,Fiber optic,No,No,No,No,No,No,S13512
2599-CZABP,No,DSL,No,No,No,No,No,No,S13513
7945-PRBVF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13514
4544-RXFMG,No,DSL,No,No,No,No,No,No,S13515
0859-YGKFW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13516
1150-FTQGN,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,S13517
9223-UCPVT,No,Fiber optic,No,No,Yes,No,Yes,Yes,S13518
7196-LIWRH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13519
5448-VWNAM,Yes,DSL,Yes,Yes,No,Yes,Yes,No,S13520
1177-XZBJL,Yes,DSL,Yes,Yes,No,Yes,No,No,S13521
3518-FSTWG,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,S13522
9330-VOFSZ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,S13523
4351-QLCSU,No,DSL,No,No,No,No,Yes,No,S13524
0939-EREMR,No,DSL,No,No,Yes,Yes,No,No,S13525
9389-ACWBI,No,Fiber optic,No,No,No,No,No,No,S13526
5419-JPRRN,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,S13527
3644-QXEHN,No,Fiber optic,No,No,Yes,No,Yes,Yes,S13528
2911-IJORQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S13529
5921-NGYRH,No,Fiber optic,Yes,No,No,No,No,No,S13530
2100-BDNSN,Yes,DSL,No,No,Yes,Yes,Yes,No,S13531
5998-DZLYR,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,S13532
0488-GSLFR,No,Fiber optic,No,No,No,No,No,No,S13533
9318-NKNFC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13534
3985-HOYPM,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13535
9728-FTTVZ,No,Fiber optic,No,No,No,No,No,No,S13536
9548-LERKT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13537
6576-FBXOJ,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,S13538
4310-KEDTB,No phone service,DSL,No,No,Yes,No,No,No,S13539
7254-IQWOZ,No,Fiber optic,No,No,No,No,No,No,S13540
2474-BRUCM,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,S13541
4062-HBMOS,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S13542
0742-NXBGR,No,Fiber optic,No,Yes,Yes,No,No,No,S13543
2676-ISHSF,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13544
9236-NDUCW,No phone service,DSL,Yes,No,No,Yes,No,No,S13545
4753-PADAS,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S13546
6103-QCKFX,No,DSL,Yes,No,No,Yes,No,No,S13547
7781-EWARA,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,S13548
6110-OHIHY,No,Fiber optic,No,No,No,No,Yes,No,S13549
7018-FPXHH,No,DSL,Yes,Yes,Yes,No,No,No,S13550
5889-LFOLL,Yes,Fiber optic,No,No,No,No,No,Yes,S13551
5708-EVONK,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,S13552
8708-XPXHZ,Yes,Fiber optic,No,No,No,No,Yes,Yes,S13553
0616-ATFGB,No phone service,DSL,No,No,No,No,No,No,S13554
0572-ZJKLT,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,S13555
5135-RDDQL,No,DSL,Yes,No,No,No,No,No,S13556
1353-LJWEM,No,DSL,No,Yes,Yes,Yes,No,No,S13557
1794-SWWKL,Yes,DSL,No,No,Yes,Yes,No,No,S13558
6166-YIPFO,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,S13559
7016-BPGEU,No phone service,DSL,No,No,No,No,No,No,S13560
6876-ADESB,No,DSL,No,No,Yes,No,No,No,S13561
9332-GYWLO,No,DSL,No,No,No,No,Yes,No,S13562
1963-SVUCV,No,DSL,No,No,No,No,No,No,S13563
4184-VODJZ,Yes,Fiber optic,No,Yes,No,No,No,Yes,S13564
0220-EBGCE,No,Fiber optic,No,No,Yes,No,No,Yes,S13565
1092-WPIVQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13566
7233-IOQNP,No phone service,DSL,Yes,No,No,Yes,No,No,S13567
2834-JKOOW,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,S13568
2754-VDLTR,Yes,Fiber optic,No,No,No,No,Yes,Yes,S13569
2400-FEQME,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13570
3190-XFANI,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,S13571
7551-DACSP,No,DSL,No,Yes,Yes,No,No,No,S13572
4957-SREEC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13573
7235-NXZCP,Yes,Fiber optic,No,No,No,No,No,No,S13574
0230-UBYPQ,No phone service,DSL,Yes,No,No,Yes,No,No,S13575
4923-ADWXJ,No,DSL,No,Yes,No,Yes,No,Yes,S13576
1763-KUAAW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13577
1104-TNLZA,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,S13578
5195-KPUNQ,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,S13579
0520-FDVVT,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,S13580
3439-GVUSX,No phone service,DSL,No,No,No,No,No,No,S13581
1444-VVSGW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,S13582
5712-PTIWW,No,Fiber optic,No,No,Yes,Yes,No,No,S13583
5949-HGVJL,No,DSL,No,Yes,No,Yes,Yes,Yes,S13584
5203-XEHAX,No,DSL,Yes,Yes,No,No,No,Yes,S13585
1635-HDGFT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13586
3315-TOTBP,Yes,Fiber optic,No,No,No,No,No,No,S13587
8050-XGRVL,No,DSL,Yes,No,Yes,No,No,No,S13588
6661-HBGWL,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,S13589
1518-VOWAV,No,DSL,Yes,Yes,No,No,Yes,Yes,S13590
9828-QHFBK,No,DSL,Yes,No,No,No,No,No,S13591
3908-MKIMJ,No phone service,DSL,Yes,Yes,Yes,No,No,No,S13592
5012-YSPJJ,No,DSL,No,No,Yes,Yes,No,No,S13593
5909-ECHUI,No,DSL,No,No,No,No,No,Yes,S13594
1309-BXVOQ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13595
6728-VOIFY,No,Fiber optic,No,Yes,No,No,Yes,Yes,S13596
9317-WZPGV,No,Fiber optic,No,No,No,No,No,Yes,S13597
4891-NLUBA,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,S13598
2856-HYAPG,No,Fiber optic,No,No,No,No,No,No,S13599
8969-PRHFK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13600
0661-KQHNK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13601
8709-KRDVL,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,S13602
4488-PSYCG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13603
1427-VERSM,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,S13604
9801-NOSHQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,S13605
6339-YPSAH,No,Fiber optic,No,No,Yes,No,No,No,S13606
