customerID,PaymentMethod,PaymentID
6437-UKHMV,Electronic check,P12513
6538-POCHL,Credit card (automatic),P12514
6726-NNFWD,Credit card (automatic),P12515
3002-WQZWT,Electronic check,P12516
4277-UDIEF,Bank transfer (automatic),P12517
1208-NBVFH,Electronic check,P12518
4912-PIGUY,Electronic check,P12519
1114-CENIM,Credit card (automatic),P12520
6060-DRTNL,Mailed check,P12521
2725-TTRIQ,Bank transfer (automatic),P12522
3374-TTZTK,Electronic check,P12523
8990-ZXLSU,Electronic check,P12524
2275-RBYQS,Mailed check,P12525
8473-VUVJN,Electronic check,P12526
6289-CPNLD,Mailed check,P12527
5536-SLHPM,Electronic check,P12528
4419-UJMUS,Electronic check,P12529
7794-JASDG,Mailed check,P12530
7609-YBPXG,Bank transfer (automatic),P12531
5519-TEEUH,Mailed check,P12532
7856-GANIL,Bank transfer (automatic),P12533
0804-XBFBV,Electronic check,P12534
2676-OXPPQ,Bank transfer (automatic),P12535
3703-TTEPD,Bank transfer (automatic),P12536
2799-TSLAG,Bank transfer (automatic),P12537
0196-VULGZ,Electronic check,P12538
8837-VVWLQ,Electronic check,P12539
2696-NARTR,Electronic check,P12540
2208-NKVVH,Mailed check,P12541
7614-QVWQL,Bank transfer (automatic),P12542
1976-CFOCS,Electronic check,P12543
4631-OACRM,Electronic check,P12544
7139-JZFVG,Bank transfer (automatic),P12545
4987-GQWPO,Credit card (automatic),P12546
3755-JBMNH,Bank transfer (automatic),P12547
1757-TCATG,Bank transfer (automatic),P12548
6345-ULYRW,Mailed check,P12549
4776-XSKYQ,Credit card (automatic),P12550
8048-DSDFQ,Mailed check,P12551
5753-QQWPW,Electronic check,P12552
6010-DDPPW,Bank transfer (automatic),P12553
1809-DMJHQ,Mailed check,P12554
6693-FRIRW,Credit card (automatic),P12555
6586-MYGKD,Credit card (automatic),P12556
3173-NVMPX,Mailed check,P12557
0248-PGHBZ,Bank transfer (automatic),P12558
0623-GDISB,Bank transfer (automatic),P12559
2892-GESUL,Mailed check,P12560
6923-EFPNL,Credit card (automatic),P12561
7472-EQOAV,Bank transfer (automatic),P12562
9574-RKJIF,Electronic check,P12563
2043-WVTQJ,Mailed check,P12564
8034-RYTVV,Credit card (automatic),P12565
3863-QSTYI,Electronic check,P12566
2619-WFQWU,Mailed check,P12567
5044-LRQAQ,Bank transfer (automatic),P12568
1716-LSAMB,Bank transfer (automatic),P12569
1333-PBMXB,Bank transfer (automatic),P12570
6546-OPBBH,Mailed check,P12571
5985-BEHZK,Credit card (automatic),P12572
9127-QRZMH,Bank transfer (automatic),P12573
5919-VCZYM,Mailed check,P12574
9644-KVCNC,Bank transfer (automatic),P12575
2137-DQMEV,Mailed check,P12576
8174-LNWMW,Credit card (automatic),P12577
9279-CJEOJ,Bank transfer (automatic),P12578
7964-VEXDG,Electronic check,P12579
2404-JIBFC,Bank transfer (automatic),P12580
0778-NELLA,Credit card (automatic),P12581
8029-XYPWT,Bank transfer (automatic),P12582
4614-NUVZD,Electronic check,P12583
4632-PAOYU,Mailed check,P12584
3803-KMQFW,Mailed check,P12585
6804-GDMOI,Electronic check,P12586
2990-OGYTD,Bank transfer (automatic),P12587
6646-JPPHA,Electronic check,P12588
9572-MTILT,Electronic check,P12589
7658-UYUQS,Bank transfer (automatic),P12590
7880-XSOJX,Mailed check,P12591
9611-CTWIH,Electronic check,P12592
4589-IUAJB,Bank transfer (automatic),P12593
0329-GTIAJ,Electronic check,P12594
8746-BFOAJ,Bank transfer (automatic),P12595
8457-XIGKN,Credit card (automatic),P12596
6072-NUQCB,Bank transfer (automatic),P12597
6629-CZTTH,Mailed check,P12598
8838-GPHZP,Mailed check,P12599
8750-QWZAJ,Bank transfer (automatic),P12600
5364-EVNIB,Electronic check,P12601
6918-UMQCG,Electronic check,P12602
0675-NCDYU,Credit card (automatic),P12603
6339-DKLMK,Electronic check,P12604
1346-PJWTK,Credit card (automatic),P12605
5088-QZLRL,Electronic check,P12606
8023-QHAIO,Bank transfer (automatic),P12607
4397-FRLTA,Mailed check,P12608
3057-VJJQE,Mailed check,P12609
5087-SUURX,Electronic check,P12610
2302-OUZXB,Bank transfer (automatic),P12611
8133-ANHHJ,Bank transfer (automatic),P12612
2270-CHBFN,Credit card (automatic),P12613
0013-EXCHZ,Mailed check,P12614
5982-FPVQN,Electronic check,P12615
9107-UKCKY,Electronic check,P12616
4654-ULTTN,Credit card (automatic),P12617
5550-VFRLC,Electronic check,P12618
5546-BYZSM,Electronic check,P12619
1492-KGETH,Bank transfer (automatic),P12620
4929-BSTRX,Mailed check,P12621
4163-HFTUK,Electronic check,P12622
8215-NGSPE,Mailed check,P12623
2225-ZRGSG,Bank transfer (automatic),P12624
8859-YSTWS,Bank transfer (automatic),P12625
5271-YNWVR,Electronic check,P12626
7601-DHFWZ,Credit card (automatic),P12627
2657-ALMWY,Electronic check,P12628
6330-JKLPC,Bank transfer (automatic),P12629
4667-OHGKG,Mailed check,P12630
1998-VHJHK,Mailed check,P12631
1707-HABPF,Bank transfer (automatic),P12632
1660-HSOOQ,Mailed check,P12633
7253-UVNDW,Credit card (automatic),P12634
0487-VVUVK,Mailed check,P12635
7228-OMTPN,Electronic check,P12636
5063-IUOKK,Mailed check,P12637
4508-OEBEY,Credit card (automatic),P12638
0027-KWYKW,Electronic check,P12639
2308-STERM,Mailed check,P12640
5982-XMDEX,Bank transfer (automatic),P12641
6284-AHOOQ,Bank transfer (automatic),P12642
6051-PTVNS,Credit card (automatic),P12643
2344-JMOGN,Mailed check,P12644
3799-ISUZQ,Bank transfer (automatic),P12645
2877-VDUER,Mailed check,P12646
9152-AMKAK,Mailed check,P12647
1794-HBQTJ,Credit card (automatic),P12648
9432-VOFYX,Electronic check,P12649
8049-WJCLQ,Mailed check,P12650
6586-PSJOX,Credit card (automatic),P12651
2460-FPSYH,Electronic check,P12652
9705-ZJBCG,Bank transfer (automatic),P12653
4818-DRBQT,Bank transfer (automatic),P12654
1320-HTRDR,Electronic check,P12655
6847-KJLTS,Bank transfer (automatic),P12656
9670-BPNXF,Credit card (automatic),P12657
3913-FCUUW,Bank transfer (automatic),P12658
3301-VKTGC,Bank transfer (automatic),P12659
1493-AMTIE,Bank transfer (automatic),P12660
9555-SAHUZ,Electronic check,P12661
0816-TSPHQ,Mailed check,P12662
9932-WBWIK,Mailed check,P12663
4619-EVPHY,Bank transfer (automatic),P12664
5286-YHCVC,Bank transfer (automatic),P12665
6424-ELEYH,Credit card (automatic),P12666
4391-RESHN,Mailed check,P12667
9115-YQHGA,Electronic check,P12668
4462-CYWMH,Bank transfer (automatic),P12669
8963-MQVYN,Electronic check,P12670
2458-EOMRE,Bank transfer (automatic),P12671
9334-GWGOW,Electronic check,P12672
6821-BUXUX,Electronic check,P12673
5028-HTLJB,Mailed check,P12674
9801-GDWGV,Electronic check,P12675
6542-LWGXJ,Mailed check,P12676
5567-GZKQY,Credit card (automatic),P12677
1222-LRYKO,Mailed check,P12678
2320-JRSDE,Electronic check,P12679
2087-QAREY,Mailed check,P12680
0601-WZHJF,Electronic check,P12681
4423-JWZJN,Credit card (automatic),P12682
5143-WMWOG,Electronic check,P12683
6490-FGZAT,Mailed check,P12684
5393-RXQSZ,Electronic check,P12685
7452-FOLON,Bank transfer (automatic),P12686
2320-TZRRH,Mailed check,P12687
0231-LXVAP,Electronic check,P12688
9444-JTXHZ,Electronic check,P12689
4942-VZZOM,Credit card (automatic),P12690
5510-BOIUJ,Mailed check,P12691
7502-BNYGS,Credit card (automatic),P12692
4291-HYEBC,Electronic check,P12693
6147-CBCRA,Mailed check,P12694
6047-SUHPR,Electronic check,P12695
4471-KXAUH,Electronic check,P12696
9752-ZNQUT,Electronic check,P12697
7638-QVMVY,Electronic check,P12698
1576-PFZIW,Credit card (automatic),P12699
5666-MBJPT,Bank transfer (automatic),P12700
7312-XSBAT,Electronic check,P12701
3096-GKWEB,Electronic check,P12702
2371-JQHZZ,Electronic check,P12703
0674-GCDXG,Bank transfer (automatic),P12704
1121-QSIVB,Mailed check,P12705
4396-KLSEH,Electronic check,P12706
3244-DCJWY,Electronic check,P12707
2824-MYYBN,Electronic check,P12708
0875-CABNR,Credit card (automatic),P12709
6345-HOVES,Bank transfer (automatic),P12710
8318-LCNBW,Credit card (automatic),P12711
6469-QJKZW,Electronic check,P12712
0147-ESWWR,Electronic check,P12713
1217-VASWC,Bank transfer (automatic),P12714
7812-FZHPE,Mailed check,P12715
6370-ZVHDV,Bank transfer (automatic),P12716
5915-DGNVC,Electronic check,P12717
6260-XLACS,Mailed check,P12718
3566-CAAYU,Electronic check,P12719
4983-CCWMC,Mailed check,P12720
9103-CXVOK,Electronic check,P12721
2896-TBNBE,Electronic check,P12722
4797-AXPXK,Electronic check,P12723
5229-PRWKT,Electronic check,P12724
6982-UQZLY,Mailed check,P12725
2522-WLNSF,Bank transfer (automatic),P12726
3841-CONLJ,Electronic check,P12727
5057-LCOUI,Electronic check,P12728
0193-ESZXP,Credit card (automatic),P12729
4475-NVTLU,Electronic check,P12730
4369-HTUIF,Bank transfer (automatic),P12731
9386-LDCZR,Credit card (automatic),P12732
9585-KKMFD,Mailed check,P12733
5399-ZIMKF,Electronic check,P12734
0336-KXKFK,Credit card (automatic),P12735
5619-XZZKR,Mailed check,P12736
3948-FVVRP,Mailed check,P12737
5327-XOKKY,Credit card (automatic),P12738
0983-TATYJ,Mailed check,P12739
1813-JYWTO,Bank transfer (automatic),P12740
0156-FVPTA,Electronic check,P12741
1984-FCOWB,Electronic check,P12742
0654-HMSHN,Electronic check,P12743
6719-OXYBR,Electronic check,P12744
3312-ZWLGF,Electronic check,P12745
6476-YHMGA,Bank transfer (automatic),P12746
5287-QWLKY,Credit card (automatic),P12747
0795-XCCTE,Bank transfer (automatic),P12748
0168-XZKBB,Electronic check,P12749
3785-NRHYR,Mailed check,P12750
5196-SGOAK,Electronic check,P12751
4537-DKTAL,Electronic check,P12752
7072-MBHEV,Credit card (automatic),P12753
5602-BVFMK,Mailed check,P12754
6297-NOOPG,Electronic check,P12755
1891-UAWWU,Electronic check,P12756
8204-TIFGJ,Bank transfer (automatic),P12757
8050-DVOJX,Credit card (automatic),P12758
6108-OQZDQ,Electronic check,P12759
0363-QJVFX,Credit card (automatic),P12760
8903-XEBGX,Electronic check,P12761
8169-SAEJD,Credit card (automatic),P12762
9840-DVNDC,Credit card (automatic),P12763
1089-XZWHH,Mailed check,P12764
2325-WINES,Credit card (automatic),P12765
6064-ZATLR,Bank transfer (automatic),P12766
3096-JRDSO,Bank transfer (automatic),P12767
7824-PANSQ,Bank transfer (automatic),P12768
8042-JVNFH,Mailed check,P12769
9648-BCHKM,Credit card (automatic),P12770
2888-ADFAO,Bank transfer (automatic),P12771
8707-HOEDG,Electronic check,P12772
3374-LXDEV,Electronic check,P12773
4072-IPYLT,Credit card (automatic),P12774
7167-PCEYD,Mailed check,P12775
4936-YPJNK,Mailed check,P12776
1580-BMCMR,Electronic check,P12777
4817-KEQSP,Bank transfer (automatic),P12778
6408-WHTEF,Mailed check,P12779
9251-AWQGT,Mailed check,P12780
8749-CLJXC,Mailed check,P12781
7989-VCQOH,Electronic check,P12782
5049-GLYVG,Mailed check,P12783
4199-QHJNM,Bank transfer (automatic),P12784
8882-TLVRW,Mailed check,P12785
5883-GTGVD,Electronic check,P12786
5135-GRQJV,Mailed check,P12787
2384-OVPSA,Mailed check,P12788
1371-WEPDS,Electronic check,P12789
3580-GICBM,Mailed check,P12790
4817-QRJSX,Credit card (automatic),P12791
9730-DRTMJ,Credit card (automatic),P12792
4686-UXDML,Credit card (automatic),P12793
3349-ANQNH,Electronic check,P12794
2398-YPMUR,Electronic check,P12795
0932-YIXYU,Credit card (automatic),P12796
7480-SPLEF,Bank transfer (automatic),P12797
7636-XUHWW,Credit card (automatic),P12798
1431-CYWMH,Bank transfer (automatic),P12799
5937-EORGB,Electronic check,P12800
6349-JDHQP,Credit card (automatic),P12801
5539-HIVAK,Mailed check,P12802
5847-MXBEO,Mailed check,P12803
9985-MWVIX,Mailed check,P12804
4583-PARNH,Electronic check,P12805
1116-FRYVH,Mailed check,P12806
1421-HCERK,Bank transfer (automatic),P12807
9633-XQABV,Electronic check,P12808
0716-BQNDX,Electronic check,P12809
1265-XTECC,Credit card (automatic),P12810
1183-CANVH,Bank transfer (automatic),P12811
1972-XMUWV,Credit card (automatic),P12812
8679-LZBMD,Bank transfer (automatic),P12813
3407-JMJQQ,Bank transfer (automatic),P12814
6252-DFGTK,Credit card (automatic),P12815
1539-LNKHM,Mailed check,P12816
8645-KOMJQ,Bank transfer (automatic),P12817
0289-IVARM,Electronic check,P12818
9761-XUJWD,Bank transfer (automatic),P12819
4057-FKCZK,Bank transfer (automatic),P12820
4291-TPNFG,Bank transfer (automatic),P12821
6087-YPWHO,Mailed check,P12822
3090-QFUVD,Credit card (automatic),P12823
2237-ZFSMY,Electronic check,P12824
1722-LDZJS,Credit card (automatic),P12825
1818-ESQMW,Electronic check,P12826
4871-JTKJF,Electronic check,P12827
1415-YFWLT,Electronic check,P12828
7401-RUBNK,Electronic check,P12829
0506-YLVKJ,Mailed check,P12830
8661-BOYNW,Credit card (automatic),P12831
6711-VTNRE,Electronic check,P12832
4815-GBTCD,Electronic check,P12833
2805-AUFQN,Credit card (automatic),P12834
0980-PVMRC,Electronic check,P12835
7233-DRTRF,Electronic check,P12836
3500-RMZLT,Mailed check,P12837
3873-NFTGI,Credit card (automatic),P12838
1162-ECVII,Bank transfer (automatic),P12839
7048-GXDAY,Electronic check,P12840
8571-ZCMCX,Credit card (automatic),P12841
1169-WCVAK,Credit card (automatic),P12842
4548-SDBKE,Electronic check,P12843
8066-POXGX,Electronic check,P12844
7129-CAKJW,Bank transfer (automatic),P12845
8695-ARGXZ,Electronic check,P12846
3570-YUEKJ,Electronic check,P12847
4143-OOBWZ,Electronic check,P12848
1555-HAPSU,Credit card (automatic),P12849
1697-NVVGY,Bank transfer (automatic),P12850
7854-EKTJL,Electronic check,P12851
8464-EETCQ,Credit card (automatic),P12852
2419-FSORS,Electronic check,P12853
8132-YPVBX,Mailed check,P12854
9102-IAYHT,Electronic check,P12855
6754-LZUKA,Bank transfer (automatic),P12856
3422-LYEPQ,Electronic check,P12857
8099-MZPUJ,Credit card (automatic),P12858
0787-LHDYT,Credit card (automatic),P12859
2642-DTVCO,Electronic check,P12860
0374-IOEGQ,Electronic check,P12861
4361-JEIVL,Electronic check,P12862
3197-NNYNB,Credit card (automatic),P12863
3396-DKDEL,Credit card (automatic),P12864
1752-OZXFY,Mailed check,P12865
9066-QRSDU,Electronic check,P12866
9112-WSNPU,Electronic check,P12867
9867-NNXLC,Mailed check,P12868
5321-NTRKC,Bank transfer (automatic),P12869
1363-TXLSL,Electronic check,P12870
9507-EXLTT,Bank transfer (automatic),P12871
3161-GETRM,Credit card (automatic),P12872
0402-OAMEN,Bank transfer (automatic),P12873
6933-VLYFX,Electronic check,P12874
6754-WKSHP,Bank transfer (automatic),P12875
9846-GKXAS,Bank transfer (automatic),P12876
6017-PPLPX,Electronic check,P12877
4976-LNFVV,Credit card (automatic),P12878
5055-MGMGF,Electronic check,P12879
4641-FROLU,Mailed check,P12880
2862-JVEOY,Mailed check,P12881
2969-QWUBZ,Electronic check,P12882
9822-BIIGN,Electronic check,P12883
2077-MPJQO,Electronic check,P12884
1534-OULXE,Bank transfer (automatic),P12885
7136-RVDTZ,Electronic check,P12886
2971-SGAFL,Electronic check,P12887
1480-IVEVR,Bank transfer (automatic),P12888
2905-KFQUV,Credit card (automatic),P12889
4581-SSPWD,Electronic check,P12890
3370-HXOPH,Electronic check,P12891
9391-YZEJW,Bank transfer (automatic),P12892
9958-MEKUC,Credit card (automatic),P12893
0281-CNTZX,Bank transfer (automatic),P12894
6927-WTFIV,Credit card (automatic),P12895
4118-CEVPF,Bank transfer (automatic),P12896
3398-ZOUAA,Electronic check,P12897
9114-VEPUF,Electronic check,P12898
7876-BEUTG,Mailed check,P12899
2338-BQEZT,Credit card (automatic),P12900
9873-MNDKV,Mailed check,P12901
0378-NHQXU,Electronic check,P12902
8241-JUIQO,Bank transfer (automatic),P12903
2194-IIQOF,Credit card (automatic),P12904
4512-ZUIYL,Bank transfer (automatic),P12905
9631-RXVJM,Mailed check,P12906
9584-EXCDZ,Bank transfer (automatic),P12907
7969-AULMZ,Electronic check,P12908
5093-FEGLU,Bank transfer (automatic),P12909
2621-UDNLU,Mailed check,P12910
7526-IVLYU,Mailed check,P12911
2428-HYUNX,Credit card (automatic),P12912
9214-EKVXR,Mailed check,P12913
3410-MHHUM,Electronic check,P12914
0568-ONFPC,Bank transfer (automatic),P12915
0733-VUNUW,Bank transfer (automatic),P12916
4550-EVXNY,Electronic check,P12917
2122-YWVYA,Electronic check,P12918
2968-SSGAA,Electronic check,P12919
2296-DKZFP,Bank transfer (automatic),P12920
4844-JJWUY,Electronic check,P12921
6777-TGHTM,Credit card (automatic),P12922
8909-BOLNL,Mailed check,P12923
6603-YRDCJ,Mailed check,P12924
3538-WZPHD,Electronic check,P12925
3229-USWAR,Bank transfer (automatic),P12926
2138-VFAPZ,Mailed check,P12927
6131-JLWZM,Mailed check,P12928
4785-QRJHC,Bank transfer (automatic),P12929
0269-XFESX,Mailed check,P12930
1709-EJDOX,Mailed check,P12931
4316-XCSLJ,Mailed check,P12932
8610-WFCJF,Electronic check,P12933
9693-XMUOB,Electronic check,P12934
0383-CLDDA,Credit card (automatic),P12935
4905-JEFDW,Electronic check,P12936
2709-UQGNP,Mailed check,P12937
3549-ZTMNH,Bank transfer (automatic),P12938
7881-INRLC,Credit card (automatic),P12939
8033-ATFAS,Mailed check,P12940
1635-NZATJ,Credit card (automatic),P12941
0562-HKHML,Credit card (automatic),P12942
8277-RVRSV,Credit card (automatic),P12943
9943-VSZUV,Mailed check,P12944
0117-LFRMW,Bank transfer (automatic),P12945
6172-FECYY,Electronic check,P12946
7054-ENNGU,Mailed check,P12947
1455-HFBXA,Credit card (automatic),P12948
9402-CXWPL,Electronic check,P12949
1628-BIZYP,Electronic check,P12950
1965-AKTSX,Electronic check,P12951
0082-LDZUE,Mailed check,P12952
4786-UKSNZ,Mailed check,P12953
5343-SGUBI,Mailed check,P12954
0856-NAOES,Mailed check,P12955
1976-AZZPJ,Mailed check,P12956
7248-VZQLC,Bank transfer (automatic),P12957
6156-UZDLF,Credit card (automatic),P12958
3099-OONVS,Electronic check,P12959
9500-WBGRP,Mailed check,P12960
5183-KLYEM,Credit card (automatic),P12961
5144-PQCDZ,Mailed check,P12962
8514-VZHEB,Mailed check,P12963
6625-IUTTT,Bank transfer (automatic),P12964
9355-NPPFS,Electronic check,P12965
0068-FIGTF,Mailed check,P12966
5965-GGPRW,Bank transfer (automatic),P12967
8035-PWSEV,Electronic check,P12968
2236-HILPA,Credit card (automatic),P12969
1840-BIUOG,Electronic check,P12970
1356-MKYSK,Credit card (automatic),P12971
6080-LNESI,Mailed check,P12972
1830-IPXVJ,Credit card (automatic),P12973
5828-DWPIL,Electronic check,P12974
8398-TBIYD,Bank transfer (automatic),P12975
0011-IGKFF,Electronic check,P12976
4192-GORJT,Electronic check,P12977
6496-SLWHQ,Electronic check,P12978
9912-GVSEQ,Electronic check,P12979
2931-FSOHN,Electronic check,P12980
9418-RUKPH,Mailed check,P12981
5383-MMTWC,Electronic check,P12982
9971-ZWPBF,Electronic check,P12983
4712-AUQZO,Mailed check,P12984
9711-FJTBX,Mailed check,P12985
2908-ZTPNF,Bank transfer (automatic),P12986
7240-ETPTR,Electronic check,P12987
2202-CUYXZ,Electronic check,P12988
5995-OIGLP,Mailed check,P12989
8421-WZOOW,Credit card (automatic),P12990
6261-RCVNS,Credit card (automatic),P12991
7951-QKZPL,Mailed check,P12992
1414-YADCW,Bank transfer (automatic),P12993
8756-RDDLT,Electronic check,P12994
2862-PFNIK,Electronic check,P12995
5816-QVHRX,Credit card (automatic),P12996
4430-YHXGG,Mailed check,P12997
6888-SBYAI,Mailed check,P12998
7395-XWZOY,Credit card (automatic),P12999
7169-YWAMK,Bank transfer (automatic),P13000
3640-PHQXK,Electronic check,P13001
6877-LGWXO,Electronic check,P13002
6859-RKMZJ,Bank transfer (automatic),P13003
2729-VNVAP,Credit card (automatic),P13004
2957-JIRMN,Electronic check,P13005
2049-BAFNW,Mailed check,P13006
3842-QTGDL,Bank transfer (automatic),P13007
7163-OCEQI,Mailed check,P13008
9782-LGXMC,Bank transfer (automatic),P13009
5975-BAICR,Credit card (automatic),P13010
8019-ENHXU,Electronic check,P13011
5167-GBFRE,Bank transfer (automatic),P13012
9033-EOXWV,Mailed check,P13013
4673-KKSLS,Electronic check,P13014
4853-OITSN,Electronic check,P13015
9800-OUIGR,Credit card (automatic),P13016
1324-NLTJE,Credit card (automatic),P13017
2324-EFHVG,Bank transfer (automatic),P13018
7094-MSZAO,Credit card (automatic),P13019
1522-VVDMG,Electronic check,P13020
6907-CQGPN,Electronic check,P13021
0780-XNZFN,Bank transfer (automatic),P13022
0239-OXEXL,Mailed check,P13023
2675-IJRGJ,Bank transfer (automatic),P13024
7049-GKVZY,Credit card (automatic),P13025
8577-QSOCG,Mailed check,P13026
3721-CNZHX,Mailed check,P13027
0212-ISBBF,Electronic check,P13028
9185-TQCVP,Electronic check,P13029
3585-YNADK,Bank transfer (automatic),P13030
5271-DBYSJ,Credit card (automatic),P13031
1099-GODLO,Mailed check,P13032
6828-HMKWP,Bank transfer (automatic),P13033
5567-WSELE,Electronic check,P13034
1472-TNCWL,Electronic check,P13035
8063-RJYNF,Electronic check,P13036
0687-ZVTHB,Credit card (automatic),P13037
2080-GKCWQ,Electronic check,P13038
9661-ACXBS,Electronic check,P13039
2193-SFWQW,Bank transfer (automatic),P13040
5656-JAMLX,Bank transfer (automatic),P13041
3462-BJQQA,Electronic check,P13042
0442-TDYUO,Mailed check,P13043
6733-LRIZX,Electronic check,P13044
9503-XJUME,Credit card (automatic),P13045
4367-NHWMM,Mailed check,P13046
3727-RJMEO,Electronic check,P13047
3779-OSWCF,Credit card (automatic),P13048
6736-DHUQI,Bank transfer (automatic),P13049
3915-ODIYG,Electronic check,P13050
1360-RCYRT,Bank transfer (automatic),P13051
2724-FJDYW,Bank transfer (automatic),P13052
4451-RWASJ,Mailed check,P13053
6646-VRFOL,Electronic check,P13054
3460-TJBWI,Mailed check,P13055
5917-HBSDW,Electronic check,P13056
5685-IIXLY,Electronic check,P13057
5671-UUNXD,Electronic check,P13058
0956-ACVZC,Credit card (automatic),P13059
2325-NBPZG,Electronic check,P13060
4250-ZBWLV,Electronic check,P13061
4482-FTFFX,Electronic check,P13062
8859-DZTGQ,Mailed check,P13063
0440-MOGPM,Electronic check,P13064
0020-JDNXP,Mailed check,P13065
3752-CQSJI,Mailed check,P13066
5025-GOOKI,Credit card (automatic),P13067
4698-KVLLG,Credit card (automatic),P13068
5095-AESKG,Credit card (automatic),P13069
2887-JPYLU,Bank transfer (automatic),P13070
4770-QAZXN,Credit card (automatic),P13071
4896-CPRPF,Bank transfer (automatic),P13072
1871-MOWRM,Bank transfer (automatic),P13073
9714-EDSUC,Mailed check,P13074
2027-OAQQC,Bank transfer (automatic),P13075
0282-NVSJS,Mailed check,P13076
9090-SGQXL,Electronic check,P13077
6595-YGXIT,Electronic check,P13078
7353-YOWFP,Mailed check,P13079
9835-ZIITK,Electronic check,P13080
8008-ESFLK,Electronic check,P13081
7537-CBQUZ,Bank transfer (automatic),P13082
1555-DJEQW,Bank transfer (automatic),P13083
5649-TJHOV,Bank transfer (automatic),P13084
0519-XUZJU,Mailed check,P13085
3363-EWLGO,Mailed check,P13086
4750-UKWJK,Mailed check,P13087
6338-AVWCY,Mailed check,P13088
1689-YQBYY,Electronic check,P13089
4487-ZYJZK,Credit card (automatic),P13090
2959-FENLU,Credit card (automatic),P13091
0708-LGSMF,Electronic check,P13092
9253-QXKBE,Electronic check,P13093
7634-HLQJR,Credit card (automatic),P13094
0487-RPVUM,Bank transfer (automatic),P13095
4079-ULGFR,Mailed check,P13096
2516-XSJKX,Electronic check,P13097
0057-QBUQH,Electronic check,P13098
9445-SZLCH,Bank transfer (automatic),P13099
6599-SFQVE,Electronic check,P13100
8331-ZXFOE,Credit card (automatic),P13101
4003-FUSHP,Credit card (automatic),P13102
0356-ERHVT,Bank transfer (automatic),P13103
7325-ENZFI,Bank transfer (automatic),P13104
4884-ZTHVF,Electronic check,P13105
3920-HIHMQ,Mailed check,P13106
3055-OYMSE,Credit card (automatic),P13107
0613-WUXUM,Mailed check,P13108
7568-PODML,Mailed check,P13109
4458-KVRBJ,Mailed check,P13110
5349-IECLD,Electronic check,P13111
1397-XKKWR,Mailed check,P13112
3945-GFWQL,Electronic check,P13113
8097-OMULG,Credit card (automatic),P13114
6013-BHCAW,Bank transfer (automatic),P13115
0401-WDBXM,Bank transfer (automatic),P13116
3387-PLKUI,Mailed check,P13117
6096-EGVTU,Mailed check,P13118
3797-VTIDR,Electronic check,P13119
5081-NWSUP,Mailed check,P13120
2580-ATZSQ,Bank transfer (automatic),P13121
8085-MSNLK,Mailed check,P13122
9691-HKOVS,Electronic check,P13123
9881-VCZEP,Electronic check,P13124
9526-BIHHD,Mailed check,P13125
8757-TFHHJ,Credit card (automatic),P13126
4523-WXCEF,Electronic check,P13127
1468-DEFNC,Bank transfer (automatic),P13128
5119-KEPFY,Bank transfer (automatic),P13129
8364-TRMMK,Mailed check,P13130
0916-KNFAJ,Mailed check,P13131
8319-QBEHW,Bank transfer (automatic),P13132
3063-QFSZL,Electronic check,P13133
8775-LHDJH,Electronic check,P13134
9625-QNLUX,Credit card (automatic),P13135
3097-NQYSN,Mailed check,P13136
4024-CSNBY,Bank transfer (automatic),P13137
7110-BDTWG,Electronic check,P13138
7493-GVFIO,Credit card (automatic),P13139
0690-SRQID,Mailed check,P13140
9605-WGJVW,Electronic check,P13141
9114-DPSIA,Credit card (automatic),P13142
4700-UBQMV,Bank transfer (automatic),P13143
7711-GQBZC,Bank transfer (automatic),P13144
3565-UNOCC,Bank transfer (automatic),P13145
4627-MIHJH,Credit card (automatic),P13146
9795-NREXC,Credit card (automatic),P13147
8573-CGOCC,Credit card (automatic),P13148
7356-AYNJP,Electronic check,P13149
9249-FXSCK,Credit card (automatic),P13150
5493-SDRDQ,Mailed check,P13151
6286-SUUWT,Mailed check,P13152
4819-HJPIW,Mailed check,P13153
8654-DHAOW,Mailed check,P13154
5438-QMDDL,Mailed check,P13155
9812-GHVRI,Bank transfer (automatic),P13156
5553-AOINX,Electronic check,P13157
1228-ZLNBX,Mailed check,P13158
4226-KKDON,Electronic check,P13159
3831-YCPUO,Credit card (automatic),P13160
7445-WMRBW,Bank transfer (automatic),P13161
3308-DGHKL,Bank transfer (automatic),P13162
9924-JPRMC,Electronic check,P13163
0080-EMYVY,Credit card (automatic),P13164
6218-KNUBD,Electronic check,P13165
7337-CINUD,Bank transfer (automatic),P13166
7609-NRNCA,Mailed check,P13167
0623-EJQEG,Electronic check,P13168
7153-CHRBV,Mailed check,P13169
0871-URUWO,Credit card (automatic),P13170
9190-MFJLN,Credit card (automatic),P13171
6198-PNNSZ,Bank transfer (automatic),P13172
3317-VLGQT,Electronic check,P13173
4132-POCZS,Electronic check,P13174
5614-DNZCE,Credit card (automatic),P13175
1095-JUDTC,Electronic check,P13176
3896-RCYYE,Credit card (automatic),P13177
9638-JIQYA,Credit card (automatic),P13178
3258-SANFR,Credit card (automatic),P13179
3726-TBHQT,Bank transfer (automatic),P13180
3190-ITQXP,Bank transfer (automatic),P13181
0870-VEMYL,Credit card (automatic),P13182
4833-QTJNO,Bank transfer (automatic),P13183
3039-MJSLN,Bank transfer (automatic),P13184
0178-CIIKR,Mailed check,P13185
5385-SUIRI,Electronic check,P13186
